respondent_id,collector_id,date_created,date_modified,ip_address,q1,q2_1,q2_2,q2_3,q2_4,auto,geo,geo_dop,gender,age,poll
11231984199,251531412,2019-12-18 20:20:09,2019-12-18 20:29:39,178.46.112.51,авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,45-50 лет,ekat01
11231981728,251531412,2019-12-18 20:28:03,2019-12-18 20:28:55,178.46.82.143,Авито,,,avito.ru,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231978372,251531412,2019-12-18 20:26:31,2019-12-18 20:27:20,217.118.83.155,авито,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231975643,251531412,2019-12-18 20:24:19,2019-12-18 20:26:14,213.151.6.61,avto.ru,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11231974260,251531412,2019-12-18 20:24:49,2019-12-18 20:25:42,94.140.138.26,drom,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231971293,251531412,2019-12-18 20:23:22,2019-12-18 20:24:31,85.12.237.194,"Юла, автору,дром",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231964480,251531412,2019-12-18 20:20:52,2019-12-18 20:21:52,95.82.241.172,Auto,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,51 и более лет,ekat01
11231963159,251531412,2019-12-18 20:20:35,2019-12-18 20:21:21,213.87.250.74,Авто. Ру,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11231959160,251531412,2019-12-18 20:19:04,2019-12-18 20:19:46,91.205.168.61,Авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231957449,251531412,2019-12-18 20:17:53,2019-12-18 20:19:07,85.140.19.5,Авито,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,45-50 лет,ekat01
11231956744,251531412,2019-12-18 20:17:52,2019-12-18 20:18:50,5.165.4.12,"Auto.ru, drom.ru",drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231952324,251531412,2019-12-18 20:15:58,2019-12-18 20:17:06,31.173.103.172,Авто.ру авито,drom.ru,auto.ru,avito.ru,,"Да, но я его не вожу",Другое (укажите),Ростовская область,Мужчина,18-24 лет,ekat01
11231948633,251531412,2019-12-18 20:15:04,2019-12-18 20:15:43,82.193.139.234,Дальше,,,,Е1,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231936614,251531412,2019-12-18 20:01:50,2019-12-18 20:11:12,178.46.66.133,Авто ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11231936483,251531412,2019-12-18 20:10:12,2019-12-18 20:11:09,178.46.98.79,"Авто. Ру,  авито",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11231933930,251531412,2019-12-18 20:08:03,2019-12-18 20:10:15,85.12.234.169,"Дрон, авито",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231933170,251531412,2019-12-18 20:08:53,2019-12-18 20:10:11,5.165.4.23,Про,,,,Ррол,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231930585,251531412,2019-12-18 20:08:13,2019-12-18 20:09:02,77.223.86.78,Авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231929864,251531412,2019-12-18 20:07:47,2019-12-18 20:08:45,80.83.240.144,"Авито, дром, е1,",,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231924312,251531412,2019-12-18 20:06:09,2019-12-18 20:07:22,188.16.32.74,"Дром, авто ру, авито, е1",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231917616,251531412,2019-12-18 20:03:35,2019-12-18 20:04:12,188.17.179.80,Авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231917337,251531412,2019-12-18 20:02:51,2019-12-18 20:04:05,178.213.206.39,Е1.ru,,auto.ru,,E1.ru,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11231917049,251531412,2019-12-18 20:00:22,2019-12-18 20:03:59,85.140.19.78,Некаких,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231915617,251531412,2019-12-18 20:02:09,2019-12-18 20:03:29,213.87.250.229,Авто.ру,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11231911143,251531412,2019-12-18 19:58:21,2019-12-18 20:02:03,5.165.20.96,авито,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11231904549,251531412,2019-12-18 19:58:57,2019-12-18 19:59:55,188.226.97.77,Никакие,,,,нигде,Нет,В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231891832,251531412,2019-12-18 19:53:37,2019-12-18 19:55:02,90.157.123.66,"Авто.ру, дром.ру",drom.ru,auto.ru,avito.ru,Drive2.ru,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231889291,251531412,2019-12-18 19:53:15,2019-12-18 19:54:11,213.87.241.145,Жопа,,,,Жопа,Нет,Другое (укажите),Курган,Мужчина,25-34 лет,ekat01
11231886983,251531412,2019-12-18 19:52:18,2019-12-18 19:53:23,176.59.202.115,"Дром,автору",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231886833,251531412,2019-12-18 19:52:24,2019-12-18 19:53:20,94.25.176.228,"Auto.ru, avito.ru",,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11231883265,251531412,2019-12-18 19:51:33,2019-12-18 19:52:07,5.166.51.132,Авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231880694,251531412,2019-12-18 19:47:29,2019-12-18 19:51:14,188.73.177.48,"е1, авито, авто.ру,",drom.ru,auto.ru,avito.ru,ДД2,"Да, я его вожу",В Екатеринбурге,,Мужчина,51 и более лет,ekat01
11231879398,251531412,2019-12-18 19:48:01,2019-12-18 19:50:46,178.46.102.99,Авито,drom.ru,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,51 и более лет,ekat01
11231876929,251531412,2019-12-18 19:48:50,2019-12-18 19:50:06,79.135.90.143,Авито авто,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231876131,251531412,2019-12-18 19:48:15,2019-12-18 19:49:36,5.167.239.113,Drom,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231870414,251531412,2019-12-18 19:46:51,2019-12-18 19:47:36,195.64.208.210,1,,,,1,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231865121,251531412,2019-12-18 19:45:07,2019-12-18 19:45:48,85.140.27.68,Авито,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11231862053,251531412,2019-12-18 19:44:10,2019-12-18 19:45:27,5.172.22.91,Um.ru,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231653876,251531412,2019-12-18 11:27:28,2019-12-18 18:32:39,213.87.249.183,"Авто.ру, авито, дром.ру",drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231538194,251531412,2019-12-18 17:48:49,2019-12-18 17:49:36,31.173.101.215,Авито,drom.ru,auto.ru,avito.ru,Юла,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231536165,251531412,2019-12-18 17:48:09,2019-12-18 17:48:49,176.59.200.255,Auto.ru,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231516665,251531412,2019-12-18 17:40:43,2019-12-18 17:41:37,158.181.43.28,Авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231514301,251531412,2019-12-18 17:39:58,2019-12-18 17:40:31,85.140.16.226,Авито,,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231490137,251531412,2019-12-18 17:30:39,2019-12-18 17:31:32,213.87.242.162,Автору,,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231487878,251531412,2019-12-18 17:29:12,2019-12-18 17:30:42,176.59.208.153,Auto. Ru,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231476792,251531412,2019-12-18 17:25:50,2019-12-18 17:26:26,5.166.52.33,Хз,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231473165,251531412,2019-12-18 17:24:11,2019-12-18 17:25:21,85.140.27.65,Авто ру,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,25-34 лет,ekat01
11231469629,251531412,2019-12-18 17:22:26,2019-12-18 17:23:33,85.140.19.54,Drom.ru,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231464730,251531412,2019-12-18 17:20:52,2019-12-18 17:21:37,213.87.250.137,Авто. Ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231464452,251531412,2019-12-18 17:20:27,2019-12-18 17:21:38,194.156.200.112,Не вникал пока в эту тему,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11231459197,251531412,2019-12-18 17:18:17,2019-12-18 17:19:22,213.151.12.223,drom,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231454023,251531412,2019-12-18 17:16:06,2019-12-18 17:17:58,31.173.100.254,Все,,,,Аська,Нет,В Свердловской области,,Мужчина,25-34 лет,ekat01
11231436685,251531412,2019-12-18 17:08:43,2019-12-18 17:10:30,85.140.27.77,"Авито, auto",,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11231436239,251531412,2019-12-18 17:09:38,2019-12-18 17:10:19,88.86.218.212,Дром авито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,45-50 лет,ekat01
11231431762,251531412,2019-12-18 17:07:44,2019-12-18 17:08:38,85.140.2.8,Авто. Ру,,auto.ru,,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231425774,251531412,2019-12-18 17:04:53,2019-12-18 17:06:17,193.168.176.172,е1,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11231425500,251531412,2019-12-18 17:05:27,2019-12-18 17:06:11,77.223.75.4,Авто ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231421876,251531412,2019-12-18 17:03:55,2019-12-18 17:04:44,213.151.2.85,Авто.ru,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231415022,251531412,2019-12-18 17:01:14,2019-12-18 17:02:00,188.16.28.98,Дром,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231409721,251531412,2019-12-18 16:58:52,2019-12-18 16:59:42,77.222.102.145,Дром,drom.ru,,,,"Да, я его вожу",Другое (укажите),Челябинск,Мужчина,25-34 лет,ekat01
11231409683,251531412,2019-12-18 16:58:51,2019-12-18 16:59:41,217.76.176.225,Авто. Ру,,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,51 и более лет,ekat01
11231404571,251531412,2019-12-18 16:56:41,2019-12-18 16:57:26,94.25.176.245,Авто ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231398162,251531412,2019-12-18 16:53:41,2019-12-18 16:54:33,5.167.232.127,Avito,,,avito.ru,,Нет,В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231387021,251531412,2019-12-18 16:49:08,2019-12-18 16:49:41,188.226.66.166,е1,drom.ru,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231383637,251531412,2019-12-18 16:46:40,2019-12-18 16:48:15,85.140.22.243,"Авто.ру, дром.ру",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231382443,251531412,2019-12-18 16:46:58,2019-12-18 16:47:45,217.118.91.114,Авито,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231379150,251531412,2019-12-18 16:44:35,2019-12-18 16:47:44,89.23.101.251,Порно сайт,,auto.ru,avito.ru,,Нет,В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231372016,251531412,2019-12-18 16:42:24,2019-12-18 16:43:17,5.166.52.58,дром ру,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231370089,251531412,2019-12-18 16:37:37,2019-12-18 16:42:27,37.98.159.233,Авито,,,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11231353102,251531412,2019-12-18 16:34:20,2019-12-18 16:36:37,194.107.116.3,авто.ру,drom.ru,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231352492,251531412,2019-12-18 16:34:11,2019-12-18 16:35:14,176.59.201.129,Авторынок,,,avito.ru,,"Да, я его вожу",Другое (укажите),Челябинск,Мужчина,25-34 лет,ekat01
11231350740,251531412,2019-12-18 16:33:10,2019-12-18 16:34:11,94.140.142.15,"Auto.ru , drom.ru. avito.ru",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231347314,251531412,2019-12-18 16:31:14,2019-12-18 16:32:40,217.114.236.142,"Дом,авто,юла",drom.ru,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231343580,251531412,2019-12-18 16:29:20,2019-12-18 16:31:04,94.25.176.155,Авто.ру,drom.ru,auto.ru,,,Нет,В Свердловской области,,Мужчина,18-24 лет,ekat01
11231340581,251531412,2019-12-18 16:29:07,2019-12-18 16:29:45,91.191.255.232,"Авто ру, авито",,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231336343,251531412,2019-12-18 16:27:11,2019-12-18 16:27:49,178.211.189.65,Дром,drom.ru,auto.ru,,,"Да, я его вожу",В Свердловской области,,Мужчина,18-24 лет,ekat01
11231333189,251531412,2019-12-18 16:24:19,2019-12-18 16:26:23,193.168.178.92,автодромавито,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Свердловской области,,Мужчина,35-44 лет,ekat01
11231322900,251531412,2019-12-18 16:20:51,2019-12-18 16:21:45,82.151.222.218,авито,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231318661,251531412,2019-12-18 16:18:01,2019-12-18 16:21:18,217.118.91.82,Дром.ру е1 дровалет рухлять юла,drom.ru,auto.ru,avito.ru,"Юла,рухлять,дровалет","Да, но я его не вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231317097,251531412,2019-12-18 16:17:50,2019-12-18 16:19:03,5.165.16.50,Е1 Авито Дром ру,,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,51 и более лет,ekat01
11231314249,251531412,2019-12-18 16:16:47,2019-12-18 16:17:43,85.140.22.208,Авито,,,avito.ru,,Нет,В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231313922,251531412,2019-12-18 16:16:57,2019-12-18 16:17:34,94.158.211.142,Авто ру,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231312554,251531412,2019-12-18 16:16:21,2019-12-18 16:16:55,213.151.2.19,Drom,drom.ru,,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231307362,251531412,2019-12-18 16:13:28,2019-12-18 16:14:29,82.145.222.4,Авто.ру,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231305207,251531412,2019-12-18 16:12:59,2019-12-18 16:14:15,93.170.74.142,Авито e1,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231301231,251531412,2019-12-18 16:10:56,2019-12-18 16:11:32,5.167.236.180,Auto.ru,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231295302,251531412,2019-12-18 16:07:49,2019-12-18 16:08:42,85.140.79.30,Дром,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231284581,251531412,2019-12-18 16:02:15,2019-12-18 16:03:31,85.140.19.124,Авто.ру,,auto.ru,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,35-44 лет,ekat01
11231274609,251531412,2019-12-18 15:58:08,2019-12-18 15:58:45,213.87.241.208,Autoru,drom.ru,auto.ru,,,"Да, но я его не вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231268254,251531412,2019-12-18 15:55:02,2019-12-18 15:55:47,82.193.139.250,https://www.drive2.ru/,drom.ru,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,25-34 лет,ekat01
11231263968,251531412,2019-12-18 15:52:07,2019-12-18 15:53:18,213.151.13.119,"e1, aviti, drom",drom.ru,,avito.ru,e1.ru,"Да, я его вожу",В Екатеринбурге,,Мужчина,51 и более лет,ekat01
11231260992,251531412,2019-12-18 15:50:13,2019-12-18 15:51:49,91.218.102.35,avito.ru,,auto.ru,avito.ru,,"Да, я его вожу",В Екатеринбурге,,Мужчина,18-24 лет,ekat01
11231260221,251531412,2019-12-18 15:51:00,2019-12-18 15:51:24,85.140.79.27,Aviri,drom.ru,,,,"Да, я его вожу",В Екатеринбурге,,Мужчина,менее 18 лет,ekat01
